timestamp,ytrue,yhat
2019-01-01,26619.32016539989,20420.695
2019-01-02,25382.654001442446,18609.82
2019-01-03,25427.46129495749,17006.096
2019-01-04,25936.46273340925,15436.736
2019-01-05,22417.040980300397,13787.238
2019-01-06,24167.300682657657,14977.019
2019-01-07,21460.997594313085,15492.986
2019-01-08,21514.778523157005,23375.717
2019-01-09,20113.57196241097,19368.63
2019-01-10,20745.15844234161,18871.623
2019-01-11,19955.45868176021,15971.99
2019-01-12,22192.98983767387,15733.401
2019-01-13,19365.921296471817,14648.52
2019-01-14,21356.7824034655,14748.29
2019-01-15,20786.85770676348,20558.79
2019-01-16,18167.57522845464,18152.139
2019-01-17,20964.42401375079,17911.219
2019-01-18,19901.739643273788,17140.547
2019-01-19,18778.639923182425,16717.113
2019-01-20,18055.327151556183,15046.015
2019-01-21,21961.03351851168,15711.491
2019-01-22,16519.991365141486,21195.965
2019-01-23,17470.221204185767,19504.486
2019-01-24,17460.707038635537,17521.377
2019-01-25,19380.32631886633,15204.602
2019-01-26,18147.922895861167,14839.175
2019-01-27,17820.802894020362,15447.599
2019-01-28,17826.711461563897,15560.898
2019-01-29,19563.051642407285,21500.68
2019-01-30,17182.400383365497,20445.506
2019-01-31,17130.14738347412,19005.463
2019-02-01,19742.34201432157,17887.154
2019-02-02,16185.684338230762,15991.52
2019-02-03,17586.94530873367,15666.514
2019-02-04,15842.443922122657,15595.685
2019-02-05,15354.492359967096,17103.744
2019-02-06,13602.314600002452,17245.549
2019-02-07,15091.378757210125,16123.374
2019-02-08,15666.301423873643,15796.482
2019-02-09,16240.698298308447,15779.771
2019-02-10,14344.964223328005,15908.785
2019-02-11,16600.151675919653,14606.03
2019-02-12,16180.917017948626,16160.291
2019-02-13,13378.137336784845,15909.211
2019-02-14,12323.400834540716,16758.506
2019-02-15,14505.212736820393,15744.675
2019-02-16,12481.877208312831,14747.503
2019-02-17,10407.861863525295,14943.445
2019-02-18,13400.366878137293,14370.863
2019-02-19,13390.008256697198,15192.424
2019-02-20,11985.182275138894,15631.576
2019-02-21,12165.158381500103,16343.74
2019-02-22,14558.624590778349,15610.356
2019-02-23,13537.020373584195,16313.897
2019-02-24,13669.663713457436,15779.555
2019-02-25,12290.270990232752,15146.017
2019-02-26,12931.444416561044,13451.41
2019-02-27,10879.396327525772,14367.722
2019-02-28,14408.054754097364,15229.575
2019-03-01,15758.659982974155,15497.04
2019-03-02,18555.26459131256,15393.227
2019-03-03,19925.196610213134,13865.509
2019-03-04,18591.556974856263,15092.782
2019-03-05,18390.88149755509,12959.201
2019-03-06,15689.746644024028,12362.835
2019-03-07,13833.09053512728,12743.325
2019-03-08,13516.056316134018,13106.47
2019-03-09,14703.6728826523,12766.678
2019-03-10,11599.69657225914,12019.41
2019-03-11,12237.012947142675,12516.115
2019-03-12,11880.968734033657,16690.285
2019-03-13,11257.81989626148,15050.825
2019-03-14,12564.722648991225,14711.284
2019-03-15,15918.851488214266,13901.776
2019-03-16,13350.84641331392,13662.659
2019-03-17,12277.082399014264,12663.816
2019-03-18,15368.434914056315,13134.106
2019-03-19,12503.743225318987,12202.803
2019-03-20,12944.891088739803,11979.425
2019-03-21,16033.079953288869,12428.313
2019-03-22,13765.350972049002,12907.525
2019-03-23,13011.45572676786,14179.456
2019-03-24,13738.818672824524,12970.608
2019-03-25,12226.34001505915,13350.37
2019-03-26,12134.884964215167,13584.134
2019-03-27,13377.62165708071,13147.773
2019-03-28,12510.988125918027,13239.978
2019-03-29,13614.624776542918,13754.294
2019-03-30,11798.136030693557,13980.418
2019-03-31,9174.80000026628,12825.599
2019-04-01,13065.911802839531,12928.897
2019-04-02,13505.032937598093,12726.021
2019-04-03,9651.443214740271,13265.832
2019-04-04,11526.784153014558,14188.733
2019-04-05,13590.57532880232,14178.64
2019-04-06,7542.09607592776,14465.874
2019-04-07,10055.477515967475,13861.566
2019-04-08,13040.67207889606,13473.656
2019-04-09,13643.93159508792,12842.196
2019-04-10,12335.783483047982,12996.135
2019-04-11,11827.029704990266,13078.057
2019-04-12,12455.444896280218,13192.992
2019-04-13,10763.276654352903,13709.331
2019-04-14,9915.616963162982,12746.669
2019-04-15,11785.813508826526,13198.171
2019-04-16,13243.295240944086,12687.418
2019-04-17,12378.54167035531,11705.289
2019-04-18,13512.9866509086,12526.094
2019-04-19,14710.6144242913,12215.87
2019-04-20,14023.86861167521,13832.926
2019-04-21,11034.268355805456,13711.61
2019-04-22,14339.605366745363,13427.21
2019-04-23,14681.77773896827,11596.725
2019-04-24,9869.650138444862,11808.816
2019-04-25,9946.090728783887,11730.525
2019-04-26,14176.654065265837,12031.385
2019-04-27,10941.31017358716,12814.584
2019-04-28,9697.276244486262,12011.815
2019-04-29,13227.968201090342,13828.041
2019-04-30,13920.773979230364,13577.508
2019-05-01,11372.344442248475,12661.199
2019-05-02,13747.233037844577,12961.262
2019-05-03,10881.921892329,12833.335
2019-05-04,9093.68975224752,12380.079
2019-05-05,10672.260687866392,12474.773
2019-05-06,9214.527417146615,12220.845
2019-05-07,12716.869070747618,12052.44
2019-05-08,13398.182952365838,12264.005
2019-05-09,13704.04715941716,12544.531
2019-05-10,12329.019324484829,14155.615
2019-05-11,11190.977315437818,12946.835
2019-05-12,6708.078811619779,12435.61
2019-05-13,10972.943369569814,11885.106
2019-05-14,10351.417609030916,10554.553
2019-05-15,9781.377780208924,10544.353
2019-05-16,10724.179952989036,11973.713
2019-05-17,12736.177634753714,12112.309
2019-05-18,8976.12940307743,13082.206
2019-05-19,8606.826127469058,12907.526
2019-05-20,13755.516402161247,14310.76
2019-05-21,11927.278192001237,12152.895
2019-05-22,13459.207319531026,12321.572
2019-05-23,12180.913497229176,13278.92
2019-05-24,12005.760493790149,13892.768
2019-05-25,7431.250542826951,12839.115
2019-05-26,9631.717637675743,12150.225
2019-05-27,11318.789725576398,13435.878
2019-05-28,12873.74876601468,13107.26
2019-05-29,9737.607534508728,13110.591
2019-05-30,12354.007136276328,13746.428
2019-05-31,11220.73356946958,13500.312
2019-06-01,7256.804646678698,12718.09
2019-06-02,7869.894607449555,13039.875
2019-06-03,12212.843017363346,13027.396
2019-06-04,13276.9738176693,11333.57
2019-06-05,11443.101628052402,11793.209
2019-06-06,13890.289388837682,13192.619
2019-06-07,11135.070984677875,11711.08
2019-06-08,8705.698204784485,14758.4
2019-06-09,8379.630940630881,14606.394
2019-06-10,12760.62268373686,13644.197
2019-06-11,12515.241329068536,12307.115
2019-06-12,13307.80162224402,11644.559
2019-06-13,11227.327428162844,13299.551
2019-06-14,13758.563425826856,13334.325
2019-06-15,7928.194542905781,13099.696
2019-06-16,7785.808616963427,13204.179
2019-06-17,11809.650780567932,12928.78
2019-06-18,13798.059116158014,11562.253
2019-06-19,11234.481135601523,12162.028
2019-06-20,11665.755467604418,14328.504
2019-06-21,13455.245733927108,13801.225
2019-06-22,9568.602293608006,13103.133
2019-06-23,10020.545789733094,13633.396
2019-06-24,13861.78289439011,13588.015
2019-06-25,16309.761656465273,11950.515
2019-06-26,9289.48471698756,13504.175
2019-06-27,12467.591262835562,13476.365
2019-06-28,9128.082045610803,12903.871
2019-06-29,7245.924821323286,12415.237
2019-06-30,7619.481351455086,11756.857
2019-07-01,14050.74979011245,12420.59
2019-07-02,12805.342130313147,13144.299
2019-07-03,12392.122623451,12511.392
2019-07-04,12097.277709622023,12804.335
2019-07-05,9995.976487309048,14071.66
2019-07-06,9045.9174991316,14136.96
2019-07-07,6477.090254695323,14741.334
2019-07-08,10220.090925673663,14531.957
2019-07-09,13549.076053441431,13638.651
2019-07-10,13199.386614549072,12688.985
2019-07-11,9679.205999435928,13210.97
2019-07-12,14378.31178487682,12762.896
2019-07-13,9320.47050700628,12875.606
2019-07-14,10623.562557671929,12572.831
2019-07-15,12323.226047299113,12266.692
2019-07-16,12185.490394575045,11513.659
2019-07-17,12209.98748385375,11217.228
2019-07-18,14167.923302828634,12585.371
2019-07-19,11198.109335149942,13618.849
2019-07-20,8070.991175223711,13058.781
2019-07-21,8993.541679304944,12249.567
2019-07-22,11818.502203121208,13618.791
2019-07-23,13231.822360627482,12197.61
2019-07-24,12645.581000049244,12607.205
2019-07-25,13730.293241090478,12917.615
2019-07-26,12113.594692401017,13276.045
2019-07-27,10608.743979790795,12414.085
2019-07-28,7958.329273543842,12036.952
2019-07-29,13396.808888190808,11925.525
2019-07-30,12456.104985807431,11743.61
2019-07-31,11935.27580729321,12224.871
2019-08-01,11009.28278797043,13887.992
2019-08-02,9658.739838220905,13549.107
2019-08-03,5064.970605677952,11825.568
2019-08-04,8227.276062003171,12555.513
2019-08-05,12008.684210424588,11272.955
2019-08-06,12037.80296697665,12358.972
2019-08-07,11885.610592846726,11874.418
2019-08-08,13831.43643858102,11061.345
2019-08-09,11909.69150540809,11581.935
2019-08-10,5669.62730262874,11049.164
2019-08-11,9777.738290815892,10143.543
2019-08-12,10913.626209732927,11682.562
2019-08-13,11501.648798749597,11940.695
2019-08-14,8604.958241486202,11506.031
2019-08-15,9985.019876175638,12316.843
2019-08-16,10507.681083303683,11774.354
2019-08-17,11182.34601465629,12346.929
2019-08-18,9978.118690328529,12175.505
2019-08-19,12604.234976337772,11609.492
2019-08-20,13461.452042727014,10345.348
2019-08-21,10544.34638973426,10782.06
2019-08-22,9303.358493059251,10869.829
2019-08-23,10772.974850503771,11163.945
2019-08-24,8988.284903235926,12623.401
2019-08-25,7651.347399663316,13374.445
2019-08-26,14768.114937858769,12722.604
2019-08-27,13203.14243099768,12238.142
2019-08-28,10263.599287377068,11206.445
2019-08-29,12820.064479707284,10848.906
2019-08-30,13504.155868715494,11342.171
2019-08-31,8817.359973497565,10929.304
2019-09-01,9749.966653389363,9896.759
2019-09-02,11388.454776574052,9907.706
2019-09-03,11120.476143389336,12881.89
2019-09-04,10353.773502358235,12248.487
2019-09-05,10869.287402681462,12585.131
2019-09-06,10007.4060694772,12287.432
2019-09-07,10339.55342362949,11780.628
2019-09-08,9594.460191877346,12138.591
2019-09-09,11586.315587668903,11870.19
2019-09-10,13234.162106370257,10458.089
2019-09-11,11513.875669421226,11202.974
2019-09-12,11321.84972601497,11015.455
2019-09-13,11814.724284584934,11371.307
2019-09-14,9928.27175816629,11262.381
2019-09-15,9961.25210890292,11292.974
2019-09-16,13661.880770122372,12490.329
2019-09-17,12977.130958632522,12252.635
2019-09-18,12624.682388609415,11849.339
2019-09-19,9902.840589862191,12201.492
2019-09-20,11874.561315770014,12782.345
2019-09-21,8797.667998404988,11962.396
2019-09-22,7219.919431000297,11430.345
2019-09-23,10607.790546112634,11327.081
2019-09-24,11411.684899940388,12702.862
2019-09-25,9423.74783654793,11435.974
2019-09-26,11518.409460466824,12185.434
2019-09-27,11873.50549257336,11873.99
2019-09-28,9058.233644656151,10335.048
2019-09-29,10626.655298615724,10184.225
2019-09-30,12617.005143690792,10885.22
2019-10-01,11467.840342716932,9931.719
2019-10-02,10140.874057156114,10682.644
2019-10-03,12511.45679286676,10857.294
2019-10-04,12831.553776024752,11164.325
2019-10-05,11692.895285917337,11095.014
2019-10-06,9774.825854366056,11342.746
2019-10-07,11788.383736415044,11408.303
2019-10-08,13015.846875944117,11946.361
2019-10-09,12226.314977080789,11268.389
2019-10-10,12393.248302965472,11172.905
2019-10-11,14369.420279212896,12343.47
2019-10-12,12801.30602548944,12450.571
2019-10-13,14464.892907853293,12877.106
2019-10-14,12975.039878444892,11835.565
2019-10-15,13309.472435910962,10894.73
2019-10-16,11557.649641662818,10798.182
2019-10-17,10946.286305723415,10911.655
2019-10-18,12585.61256996721,11013.558
2019-10-19,10361.488572382168,11382.251
2019-10-20,9143.046883310672,11477.876
2019-10-21,12150.725648828413,12193.69
2019-10-22,12213.80312303564,11955.831
2019-10-23,8225.779905830399,11779.541
2019-10-24,11546.066954697448,12146.95
2019-10-25,11681.541714006033,11707.067
2019-10-26,11898.69137422192,11601.91
2019-10-27,10152.72594352273,11794.138
2019-10-28,13972.93462889654,11388.343
2019-10-29,11703.183301126608,12206.869
2019-10-30,12883.852240245838,11898.318
2019-10-31,11816.179427926754,12031.642
2019-11-01,13711.733647210403,12223.335
2019-11-02,16469.377173490535,11469.638
2019-11-03,14340.760516118224,10659.104
2019-11-04,14618.32501433256,11407.237
2019-11-05,13714.535750141908,12929.903
2019-11-06,11064.719957540648,11691.903
2019-11-07,10958.241634678914,11823.772
2019-11-08,15351.225270268757,12391.348
2019-11-09,10992.198214236776,11664.513
2019-11-10,11532.695483813985,11375.135
2019-11-11,13264.868994845348,12987.305
2019-11-12,15222.05962044378,14132.468
2019-11-13,12071.673294280085,14663.764
2019-11-14,14985.793209796406,14572.817
2019-11-15,16388.28405345111,14684.478
2019-11-16,17853.856140660755,13186.91
2019-11-17,16882.56496156331,13643.426
2019-11-18,14332.854328212954,13210.176
2019-11-19,12452.19710170264,12435.855
2019-11-20,13422.639104473838,11757.193
2019-11-21,11791.260940866256,12101.372
2019-11-22,12414.849671935555,12681.425
2019-11-23,13605.86414120602,12572.682
2019-11-24,11038.063069265254,13714.508
2019-11-25,13632.019128534324,14834.02
2019-11-26,11839.403912475407,13532.432
2019-11-27,12754.44642638692,13069.755
2019-11-28,10309.432877708605,14010.393
2019-11-29,13689.327307264975,14607.475
2019-11-30,10980.553694295755,14655.021
2019-12-01,11671.76312570997,14702.313
2019-12-02,12666.378212807942,14975.164
2019-12-03,14357.691763370376,13971.3125
2019-12-04,10996.163890738244,13231.589
2019-12-05,13824.439795339347,13464.758
2019-12-06,15377.177685258128,13876.745
2019-12-07,12657.047122704758,15154.282
2019-12-08,13596.719814838216,14691.731
2019-12-09,12720.024637278171,13173.871
2019-12-10,12269.3771466484,12165.102
2019-12-11,10888.606030700312,11710.298
2019-12-12,16934.35520046571,12803.389
2019-12-13,14101.500150411266,12622.817
2019-12-14,16698.239770566277,11770.914
2019-12-15,17448.21810033284,12370.525
2019-12-16,17781.529226941944,13659.545
2019-12-17,15392.383891535825,12356.961
2019-12-18,15087.884299705684,12160.466
2019-12-19,13127.056745953814,12610.388
2019-12-20,18121.06979683166,13138.74
2019-12-21,19866.230351520564,13146.586
2019-12-22,17407.96943826987,13335.445
2019-12-23,19031.82365761623,13471.92
2019-12-24,17712.32059862849,17624.326
2019-12-25,18719.66323232833,16588.195
2019-12-26,19811.554160886142,16549.896
